KSIC코드,업종명,레벨,정의,예시,제외
23222,위생용 및 산업용 도자기 제조업,세세분류,"상․하수도 조직과 통상적으로 연결되어 건물 내에 고정 설치되는 세 대분류 C 면대, 변기, 개수대 등 각종 위생용품을 제조하는 산업활동과 이화학 용, 전기 기기용 및 기타 산업용 도기제품을 제조하는 산업활동을 말 한다.","개수대(싱크대) 제조 / 위생용기(세면대, 변기 등) 제조 / 목욕통 제조 / 전기용 도자기제품 제조 / 전자기용 세라믹제품 제조 / 전기 애자 및 절연제품 제조 / 세라믹 및 페라이트제 자석 제조","상 / 하수도 조직과 직접 연결되는 도관, 배관 연결구류 제조(23239)"
23229,기타 일반 도자기 제조업,세세분류,"일반용의 상자 및 케이스, 램프 갓 및 램프 부품, 문 손잡이 등의 기 타 일반 도자기제품을 제조하는 활동과 도기 제조용 조제 원료를 생 산하는 활동을 포함한다.",상자 및 케이스 제조 / 잉크 스탠드 제조 / 도자기 제조용 조제 원료 제조 / 램프 갓 및 램프 부품 제조,요업용 유약 제조(20412)
2323,건축용 비내화 요업제품 제조업,세분류,"점토를 성형하고 구워서 벽돌, 블록, 판석, 기와, 타일, 파이프, 도관 및 배관 연결구류, 스토브 라이닝, 굴뚝 등의 구조용 비내화 요업제품 을 제조하는 산업활동을 말하며, 이들 제품은 유약처리 여부를 불문 한다. 제 조 업",,구조용 내화 요업제품 제조(2321) / 굽지 않은 구조용 점토제품 제조(23999)
23231,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",세세분류,"점토를 성형하고 구워서 건물 및 구조물 축조, 바닥 포장 등에 사용 되는 벽돌, 블록, 기와 등 비내화 요업제품 및 관련제품을 제조하는 산업활동을 말한다.","점토 벽돌 및 블록(조적용, 포장용) 제조 / 미장 벽돌 및 블록(조적용) 제조 / 점토 바닥 벽돌 및 블록(포장용) 제조 / 굴뚝용 벽돌 및 블록 제조",도로 포장용 콘크리트 블록 및 벽돌 제조(23324) / 비내화성 벽 및 바닥 포장용 요업타일 제조(23232)
23232,타일 및 유사 비내화 요업제품 제조업,세세분류,"흙을 구워서 벽, 벽난로 또는 도로포장용 등에 사용되는 타일, 판석 및 유사 비내화 요업제품을 제조하는 산업활동을 말한다.",벽 타일 제조 / 포장용 타일 제조 / 모자이크 타일 제조 / 포석 제조,도로 포장용 콘크리트 블록 및 벽돌 제조(23324)
23239,기타 건축용 비내화 요업제품 제조업,세세분류,"대분류 C 각종 비금속 광물을 성형하고 구워서 도관, 배관 연결구류, 연탄난로 라이너 등을 생산하는 산업활동을 포함한다.",연탄난로 라이너 / 홈통 제조 / 배관 연결구류 제조 / 건축물 구조재 제조 / 설치용 물탱크 제조,
2331,"시멘트, 석회 및 플라스터 제조업",세분류,"석회석 및 석고를 소성하여 각종 형태의 시멘트, 석회 및 플라스터를 제조하는 산업활동을 말한다.",,"치과용 시멘트 제조(21) / 내화용 시멘트 제조(2321) / 시멘트, 석회 및 플라스터 제품 제조(2332)"
23311,시멘트 제조업,세세분류,석회석을 소성하여 각종 시멘트를 생산하는 산업활동을 말한다. 실리,포졸란 시멘트 제조 / 로만 시멘트 제조 / 점토 시멘트 제조 / 백색 시멘트 제조 / 섬유질 시멘트 제조 / 알루미나 시멘트 제조 / 시멘트 클링커 제조 / 포틀랜드 시멘트 제조 / 제 조 업,치과용 시멘트 제조(213) / 킨스 시멘트 제조(23312) 제 / 제철 용광로 슬래그 생산활동(2411) 조
23312,석회 및 플라스터 제조업,세세분류,"석회석을 소성하여 생석회, 소석회 및 수경성 석회를 생산하는 산업 활동과 석고를 하소하여 부분적으로 또는 완전히 탈수한 황산칼슘을 기본 재료로 플라스터를 제조하는 산업활동을 말한다.",생석회 및 소석회 제조 / 돌로마이트 석회 제조 / 플라스터 제조 / 킨스 시멘트 제조 / 하소 석고 제조,석고 및 경석고 채취활동(07110) / 치과용으로 특별히 가공한 플라스터 제조(213)
2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",세분류,"석면 시멘트 또는 셀룰로오스 섬유 시멘트 제품과 레미콘 및 혼합 모 르타르, 인조석 등 각종 콘크리트 제품, 플라스터 및 석회 가공제품 등을 제조하는 산업활동을 말한다.",,나무 및 식물성 물질을 천연 또는 인조 수지 등의 비광물성 접착제 / 로 응집시킨 목질제품 제조(1621)
23321,비내화 모르타르 제조업,세세분류,"대분류 C 시멘트 또는 비광물성 접착제와 모래를 혼합한 후 물을 첨가하지 않 고, 포장하여 미장용 또는 콘크리트용으로 사용되는 혼합물을 제조하 는 산업활동을 말한다.",비내화 모르타르 제조 / 미장용 모르타르 제조 / 콘크리트용 비광물성 접착제 및 모래혼합물 제조,물 및 기타 액상 물질을 첨가한 비내화 모르타르 제조(23322) / 내화용 모르타르 제조(23212)
23322,레미콘 제조업,세세분류,"시멘트와 모래, 자갈 등의 광물성 물질 혼합물에 물을 첨가하여 굳지 않은 상태로 구매자에게 공급하는 콘크리트용 비내화 혼합물을 제조 하는 산업활동을 말한다.",비내화 레미콘 제조,플라스터 혼합물 제조(23323) / 비내화성 모르타르 제조(23321)
