KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
85212,P,교육 서비스업,85,교육 서비스업,852,중등 교육기관,8521,일반 중등 교육기관,일반 고등학교,교육 서비스업 > 중등 교육기관 > 일반 중등 교육기관 > 일반 고등학교
85221,P,교육 서비스업,85,교육 서비스업,852,중등 교육기관,8522,특성화 고등학교,상업 및 정보산업 특성화 고등학교,교육 서비스업 > 중등 교육기관 > 특성화 고등학교 > 상업 및 정보산업 특성화 고등학교
85222,P,교육 서비스업,85,교육 서비스업,852,중등 교육기관,8522,특성화 고등학교,공업 특성화 고등학교,교육 서비스업 > 중등 교육기관 > 특성화 고등학교 > 공업 특성화 고등학교
85229,P,교육 서비스업,85,교육 서비스업,852,중등 교육기관,8522,특성화 고등학교,기타 특성화 고등학교,교육 서비스업 > 중등 교육기관 > 특성화 고등학교 > 기타 특성화 고등학교
85301,P,교육 서비스업,85,교육 서비스업,853,고등 교육기관,8530,고등 교육기관,전문대학,교육 서비스업 > 고등 교육기관 > 전문대학
85302,P,교육 서비스업,85,교육 서비스업,853,고등 교육기관,8530,고등 교육기관,대학교,교육 서비스업 > 고등 교육기관 > 대학교
85303,P,교육 서비스업,85,교육 서비스업,853,고등 교육기관,8530,고등 교육기관,대학원,교육 서비스업 > 고등 교육기관 > 대학원
85410,P,교육 서비스업,85,교육 서비스업,854,"특수학교, 외국인학교 및 대안학교",8541,특수학교,특수학교,"교육 서비스업 > 특수학교, 외국인학교 및 대안학교 > 특수학교"
85420,P,교육 서비스업,85,교육 서비스업,854,"특수학교, 외국인학교 및 대안학교",8542,외국인학교,외국인학교,"교육 서비스업 > 특수학교, 외국인학교 및 대안학교 > 외국인학교"
85430,P,교육 서비스업,85,교육 서비스업,854,"특수학교, 외국인학교 및 대안학교",8543,대안학교,대안학교,"교육 서비스업 > 특수학교, 외국인학교 및 대안학교 > 대안학교"
85501,P,교육 서비스업,85,교육 서비스업,855,일반 교습학원,8550,일반 교습학원,일반 교과학원,교육 서비스업 > 일반 교습학원 > 일반 교과학원
85503,P,교육 서비스업,85,교육 서비스업,855,일반 교습학원,8550,일반 교습학원,온라인 교육학원,교육 서비스업 > 일반 교습학원 > 온라인 교육학원
85611,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관,태권도 및 무술 교육기관,교육 서비스업 > 기타 교육기관 > 스포츠 및 레크리에이션 교육기관 > 태권도 및 무술 교육기관
85612,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관,기타 스포츠 교육기관,교육 서비스업 > 기타 교육기관 > 스포츠 및 레크리에이션 교육기관 > 기타 스포츠 교육기관
85613,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관,레크리에이션 교육기관,교육 서비스업 > 기타 교육기관 > 스포츠 및 레크리에이션 교육기관 > 레크리에이션 교육기관
85614,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관,청소년 수련시설 운영업,교육 서비스업 > 기타 교육기관 > 스포츠 및 레크리에이션 교육기관 > 청소년 수련시설 운영업
85621,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8562,예술학원,음악학원,교육 서비스업 > 기타 교육기관 > 예술학원 > 음악학원
85622,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8562,예술학원,미술학원,교육 서비스업 > 기타 교육기관 > 예술학원 > 미술학원
85629,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8562,예술학원,기타 예술학원,교육 서비스업 > 기타 교육기관 > 예술학원 > 기타 예술학원
85631,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8563,외국어학원 및 기타 교습학원,외국어학원,교육 서비스업 > 기타 교육기관 > 외국어학원 및 기타 교습학원 > 외국어학원
85632,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8563,외국어학원 및 기타 교습학원,기타 교습학원,교육 서비스업 > 기타 교육기관 > 외국어학원 및 기타 교습학원 > 기타 교습학원
85640,P,교육 서비스업,85,교육 서비스업,856,"특수학교, 외국인학교 및 대안학교",8564,사회교육시설,사회교육시설,"교육 서비스업 > 특수학교, 외국인학교 및 대안학교 > 사회교육시설"
85650,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8565,직원 훈련기관,직원 훈련기관,교육 서비스업 > 기타 교육기관 > 직원 훈련기관
85661,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8566,기술 및 직업 훈련학원,운전학원,교육 서비스업 > 기타 교육기관 > 기술 및 직업 훈련학원 > 운전학원
85669,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8566,기술 및 직업 훈련학원,기타 기술 및 직업 훈련학원,교육 서비스업 > 기타 교육기관 > 기술 및 직업 훈련학원 > 기타 기술 및 직업 훈련학원
85691,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8569,그 외 기타 교육기관,컴퓨터 학원,교육 서비스업 > 기타 교육기관 > 그 외 기타 교육기관 > 컴퓨터 학원
85699,P,교육 서비스업,85,교육 서비스업,856,기타 교육기관,8569,그 외 기타 교육기관,그 외 기타 분류 안된 교육기관,교육 서비스업 > 기타 교육기관 > 그 외 기타 교육기관 > 그 외 기타 분류 안된 교육기관
85701,P,교육 서비스업,85,교육 서비스업,857,교육 지원 서비스업,8570,교육 지원 서비스업,교육관련 자문 및 평가업,교육 서비스업 > 교육 지원 서비스업 > 교육관련 자문 및 평가업
85709,P,교육 서비스업,85,교육 서비스업,857,교육 지원 서비스업,8570,교육 지원 서비스업,기타 교육지원 서비스업,교육 서비스업 > 교육 지원 서비스업 > 기타 교육지원 서비스업
86101,Q,보건업 및 사회복지 서비스업,86,보건업,861,병원,8610,병원,종합병원,보건업 및 사회복지 서비스업 > 보건업 > 병원 > 종합병원
86102,Q,보건업 및 사회복지 서비스업,86,보건업,861,병원,8610,병원,일반병원,보건업 및 사회복지 서비스업 > 보건업 > 병원 > 일반병원
86103,Q,보건업 및 사회복지 서비스업,86,보건업,861,병원,8610,병원,치과병원,보건업 및 사회복지 서비스업 > 보건업 > 병원 > 치과병원
86104,Q,보건업 및 사회복지 서비스업,86,보건업,861,병원,8610,병원,한방병원,보건업 및 사회복지 서비스업 > 보건업 > 병원 > 한방병원
86105,Q,보건업 및 사회복지 서비스업,86,보건업,861,병원,8610,병원,요양병원,보건업 및 사회복지 서비스업 > 보건업 > 병원 > 요양병원
86201,Q,보건업 및 사회복지 서비스업,86,보건업,862,의원,8620,의원,일반의원,보건업 및 사회복지 서비스업 > 보건업 > 의원 > 일반의원
86202,Q,보건업 및 사회복지 서비스업,86,보건업,862,의원,8620,의원,치과의원,보건업 및 사회복지 서비스업 > 보건업 > 의원 > 치과의원
86203,Q,보건업 및 사회복지 서비스업,86,보건업,862,의원,8620,의원,한의원,보건업 및 사회복지 서비스업 > 보건업 > 의원 > 한의원
86204,Q,보건업 및 사회복지 서비스업,86,보건업,862,의원,8620,의원,방사선 진단 및 병리 검사 의원,보건업 및 사회복지 서비스업 > 보건업 > 의원 > 방사선 진단 및 병리 검사 의원
86300,Q,보건업 및 사회복지 서비스업,86,보건업,863,공중 보건 의료업,8630,공중 보건 의료업,공중 보건 의료업,보건업 및 사회복지 서비스업 > 보건업 > 공중 보건 의료업
86901,Q,보건업 및 사회복지 서비스업,86,보건업,869,기타 보건업,8690,기타 보건업,앰뷸런스 서비스업,보건업 및 사회복지 서비스업 > 보건업 > 기타 보건업 > 앰뷸런스 서비스업
86902,Q,보건업 및 사회복지 서비스업,86,보건업,869,기타 보건업,8690,기타 보건업,유사 의료업,보건업 및 사회복지 서비스업 > 보건업 > 기타 보건업 > 유사 의료업
86909,Q,보건업 및 사회복지 서비스업,86,보건업,869,기타 보건업,8690,기타 보건업,그 외 기타 보건업,보건업 및 사회복지 서비스업 > 보건업 > 기타 보건업 > 그 외 기타 보건업
87111,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8711,노인 거주 복지시설 운영업,노인 요양 복지시설 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 거주 복지시설 운영업 > 노인 거주 복지시설 운영업 > 노인 요양 복지시설 운영업
87112,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8711,노인 거주 복지시설 운영업,노인 양로 복지시설 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 거주 복지시설 운영업 > 노인 거주 복지시설 운영업 > 노인 양로 복지시설 운영업
87121,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8712,심신 장애인 거주 복지시설 운영업,신체 부자유자 거주 복지시설 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 거주 복지시설 운영업 > 심신 장애인 거주 복지시설 운영업 > 신체 부자유자 거주 복지시설 운영업
87122,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8712,심신 장애인 거주 복지시설 운영업,"정신 질환, 정신 지체 및 약물 중독자 거주 복지시설 운영업","보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 거주 복지시설 운영업 > 심신 장애인 거주 복지시설 운영업 > 정신 질환, 정신 지체 및 약물 중독자 거주 복지시설 운영업"
87131,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8713,기타 거주 복지시설 운영업,아동 및 부녀자 거주 복지시설 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 거주 복지시설 운영업 > 기타 거주 복지시설 운영업 > 아동 및 부녀자 거주 복지시설 운영업
87139,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8713,기타 거주 복지시설 운영업,그 외 기타 거주 복지시설 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 거주 복지시설 운영업 > 기타 거주 복지시설 운영업 > 그 외 기타 거주 복지시설 운영업
87210,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8721,보육시설 운영업,보육시설 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 비거주 복지시설 운영업 > 보육시설 운영업
87291,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,직업 재활원 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 비거주 복지시설 운영업 > 기타 비거주 복지 서비스업 > 직업 재활원 운영업
87292,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,종합복지관 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 비거주 복지시설 운영업 > 기타 비거주 복지 서비스업 > 종합복지관 운영업
87293,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,방문 복지서비스 제공업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 비거주 복지시설 운영업 > 기타 비거주 복지 서비스업 > 방문 복지서비스 제공업
87294,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,사회복지 상담 서비스 제공업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 비거주 복지시설 운영업 > 기타 비거주 복지 서비스업 > 사회복지 상담 서비스 제공업
87299,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업,그 외 기타 비거주 복지 서비스업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 비거주 복지시설 운영업 > 기타 비거주 복지 서비스업 > 그 외 기타 비거주 복지 서비스업
90110,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",901,창작 및 예술관련 서비스업,9011,공연시설 운영업,공연시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 창작 및 예술관련 서비스업 > 공연시설 운영업"
90121,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",901,창작 및 예술관련 서비스업,9012,공연단체,연극단체,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 창작 및 예술관련 서비스업 > 공연단체 > 연극단체"
90122,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",901,창작 및 예술관련 서비스업,9012,공연단체,무용 및 음악단체,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 창작 및 예술관련 서비스업 > 공연단체 > 무용 및 음악단체"
90123,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",901,창작 및 예술관련 서비스업,9012,공연단체,기타 공연단체,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 창작 및 예술관련 서비스업 > 공연단체 > 기타 공연단체"
90191,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",901,창작 및 예술관련 서비스업,9019,기타 창작 및 예술관련 서비스업,공연 기획업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 창작 및 예술관련 서비스업 > 기타 창작 및 예술관련 서비스업 > 공연 기획업"
90199,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",901,창작 및 예술관련 서비스업,9019,기타 창작 및 예술관련 서비스업,그 외 기타 창작 및 예술관련 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 창작 및 예술관련 서비스업 > 기타 창작 및 예술관련 서비스업 > 그 외 기타 창작 및 예술관련 서비스업"
90211,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9021,"도서관, 기록 보존소 및 독서실 운영업",도서관 및 기록 보존소 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 도서관, 기록 보존소 및 독서실 운영업 > 도서관 및 기록 보존소 운영업"
90212,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9021,"도서관, 기록 보존소 및 독서실 운영업",독서실 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 도서관, 기록 보존소 및 독서실 운영업 > 독서실 운영업"
90221,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9022,박물관 및 사적지 관리 운영업,박물관 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 박물관 및 사적지 관리 운영업 > 박물관 운영업"
90222,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9022,박물관 및 사적지 관리 운영업,사적지 관리 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 박물관 및 사적지 관리 운영업 > 사적지 관리 운영업"
90231,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9023,"식물원, 동물원 및 자연공원 운영업",식물원 및 동물원 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 식물원, 동물원 및 자연공원 운영업 > 식물원 및 동물원 운영업"
90232,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9023,"식물원, 동물원 및 자연공원 운영업",자연공원 운영업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 식물원, 동물원 및 자연공원 운영업 > 자연공원 운영업"
90290,R,"예술, 스포츠 및 여가관련 서비스업",90,"창작, 예술 및 여가관련 서비스업",902,"도서관, 사적지 및 유사 여가관련 서비스업",9029,기타 유사 여가관련 서비스업,기타 유사 여가관련 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 창작, 예술 및 여가관련 서비스업 > 도서관, 사적지 및 유사 여가관련 서비스업 > 기타 유사 여가관련 서비스업"
91111,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9111,경기장 운영업,실내 경기장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 경기장 운영업 > 실내 경기장 운영업"
91112,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9111,경기장 운영업,실외 경기장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 경기장 운영업 > 실외 경기장 운영업"
91113,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9111,경기장 운영업,경주장 및 동물 경기장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 경기장 운영업 > 경주장 및 동물 경기장 운영업"
91121,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9112,골프장 및 스키장 운영업,골프장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 골프장 및 스키장 운영업 > 골프장 운영업"
91122,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9112,골프장 및 스키장 운영업,스키장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 골프장 및 스키장 운영업 > 스키장 운영업"
91131,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,종합 스포츠시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 종합 스포츠시설 운영업"
91132,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,체력 단련시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 체력 단련시설 운영업"
91133,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,수영장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 수영장 운영업"
91134,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,볼링장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 볼링장 운영업"
91135,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,당구장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 당구장 운영업"
91136,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,골프 연습장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 골프 연습장 운영업"
91139,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9113,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠시설 운영업 > 그 외 기타 스포츠시설 운영업"
91191,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9119,기타 스포츠 서비스업,스포츠 클럽 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠 서비스업 > 스포츠 클럽 운영업"
91199,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,911,스포츠 서비스업,9119,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 스포츠 서비스업 > 기타 스포츠 서비스업 > 그 외 기타 스포츠 서비스업"
91210,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9121,유원지 및 테마파크 운영업,유원지 및 테마파크 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 유원지 및 테마파크 운영업"
91221,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,전자 게임장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 전자 게임장 운영업"
91222,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,컴퓨터 게임방 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 컴퓨터 게임방 운영업"
91223,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,노래 연습장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 노래 연습장 운영업"
91229,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업,기타 오락장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 오락장 운영업 > 기타 오락장 운영업"
91231,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9123,수상오락 서비스업,낚시장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 수상오락 서비스업 > 낚시장 운영업"
91239,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9123,수상오락 서비스업,기타 수상오락 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 수상오락 서비스업 > 기타 수상오락 서비스업"
91241,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업,복권 발행 및 판매업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 사행시설 관리 및 운영업 > 복권 발행 및 판매업"
91242,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업,카지노 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 사행시설 관리 및 운영업 > 카지노 운영업"
91249,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업,기타 사행시설 관리 및 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 사행시설 관리 및 운영업 > 기타 사행시설 관리 및 운영업"
91291,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업,무도장 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 그 외 기타 오락관련 서비스업 > 무도장 운영업"
91292,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업,체육 공원 및 유사 공원 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 그 외 기타 오락관련 서비스업 > 체육 공원 및 유사 공원 운영업"
91293,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업,기원 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 그 외 기타 오락관련 서비스업 > 기원 운영업"
91299,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 그 외 기타 오락관련 서비스업 > 그 외 기타 분류 안된 오락관련 서비스업"
94110,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,941,산업 및 전문가 단체,9411,산업 단체,산업 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 산업 및 전문가 단체 > 산업 단체"
94120,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,941,산업 및 전문가 단체,9412,전문가 단체,전문가 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 산업 및 전문가 단체 > 전문가 단체"
94200,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,942,노동조합,9420,노동조합,노동조합,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 노동조합"
94911,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9491,종교 단체,불교 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 종교 단체 > 불교 단체"
