국세청_업종코드,국세청_대분류코드,국세청_대분류명,국세청_중분류코드,국세청_중분류명,국세청_소분류코드,국세청_소분류명,국세청_세분류코드,국세청_세분류명,국세청_세세분류명,KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
151301,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",김치류 제조업,10301,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",김치류 제조업,"제조업 > 식료품 제조업 > 과실, 채소 가공 및 저장 처리업 > 김치류 제조업"
151302,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,10309,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,"제조업 > 식료품 제조업 > 과실, 채소 가공 및 저장 처리업 > 기타 과실ㆍ채소 가공 및 저장 처리업"
151304,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",과실 및 그 외 채소 절임식품 제조업,10302,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",과실 및 그 외 채소 절임식품 제조업,"제조업 > 식료품 제조업 > 과실, 채소 가공 및 저장 처리업 > 과실 및 그 외 채소 절임식품 제조업"
151400,C,제조업,15,식료품 제조업,151,동ㆍ식물성 유지 및 낙농제품 제조업,1514,동물성 및 식물성 유지 제조업,식물성 유지 제조업,10412,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1041,동물성 및 식물성 유지 제조업,식물성 유지 제조업,제조업 > 식료품 제조업 > 동ㆍ식물성 유지 및 낙농제품 제조업 > 동물성 및 식물성 유지 제조업 > 식물성 유지 제조업
151401,C,제조업,15,식료품 제조업,151,동ㆍ식물성 유지 및 낙농제품 제조업,1514,동물성 및 식물성 유지 제조업,동물성 유지 제조업,10411,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1041,동물성 및 식물성 유지 제조업,동물성 유지 제조업,제조업 > 식료품 제조업 > 동ㆍ식물성 유지 및 낙농제품 제조업 > 동물성 및 식물성 유지 제조업 > 동물성 유지 제조업
151402,C,제조업,15,식료품 제조업,151,동ㆍ식물성 유지 및 낙농제품 제조업,1514,동물성 및 식물성 유지 제조업,식용 정제유 및 가공유 제조업,10413,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1041,동물성 및 식물성 유지 제조업,식용 정제유 및 가공유 제조업,제조업 > 식료품 제조업 > 동ㆍ식물성 유지 및 낙농제품 제조업 > 동물성 및 식물성 유지 제조업 > 식용 정제유 및 가공유 제조업
152001,C,제조업,15,식료품 제조업,152,동ㆍ식물성 유지 및 낙농제품 제조업,1520,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업(분유 및 조제분유),10421,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1042,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,제조업 > 식료품 제조업 > 동ㆍ식물성 유지 및 낙농제품 제조업 > 낙농제품 및 식용 빙과류 제조업 > 액상 시유 및 기타 낙농제품 제조업 > 액상 시유 및 기타 낙농제품 제조업(분유 및 조제분유)
152002,C,제조업,15,식료품 제조업,152,동ㆍ식물성 유지 및 낙농제품 제조업,1520,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,10421,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1042,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,제조업 > 식료품 제조업 > 동ㆍ식물성 유지 및 낙농제품 제조업 > 낙농제품 및 식용 빙과류 제조업 > 액상 시유 및 기타 낙농제품 제조업
152003,C,제조업,15,식료품 제조업,152,동ㆍ식물성 유지 및 낙농제품 제조업,1520,낙농제품 및 식용 빙과류 제조업,아이스크림 및 기타 식용 빙과류 제조업,10422,C,제조업,10,식료품 제조업,104,동ㆍ식물성 유지 및 낙농제품 제조업,1042,낙농제품 및 식용 빙과류 제조업,아이스크림 및 기타 식용 빙과류 제조업,제조업 > 식료품 제조업 > 동ㆍ식물성 유지 및 낙농제품 제조업 > 낙농제품 및 식용 빙과류 제조업 > 아이스크림 및 기타 식용 빙과류 제조업
153101,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,기타 곡물 가공품 제조업,10519,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,기타 곡물 가공품 제조업,"제조업 > 식료품 제조업 > 곡물 가공품, 전분 및 전분제품 제조업 > 곡물 가공품 제조업 > 기타 곡물 가공품 제조업"
153102,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 도정업,10511,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,곡물 도정업,"제조업 > 식료품 제조업 > 곡물 가공품, 전분 및 전분제품 제조업 > 곡물 가공품 제조업 > 곡물 도정업"
153103,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 제분업,10512,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,곡물 제분업,"제조업 > 식료품 제조업 > 곡물 가공품, 전분 및 전분제품 제조업 > 곡물 가공품 제조업 > 곡물 제분업"
153104,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1531,동물용 사료 및 조제식품 제조업,반려동물용 사료 제조업,10901,C,제조업,10,식료품 제조업,109,동물용 사료 및 조제식품 제조업,1090,동물용 사료 및 조제식품 제조업,반려동물용 사료 제조업,제조업 > 식료품 제조업 > 동물용 사료 및 조제식품 제조업 > 반려동물용 사료 제조업
153104,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1531,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,10903,C,제조업,10,식료품 제조업,109,동물용 사료 및 조제식품 제조업,1090,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,제조업 > 식료품 제조업 > 동물용 사료 및 조제식품 제조업 > 단미사료 및 기타 사료 제조업
153105,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,전분제품 및 당류 제조업,전분제품 및 당류 제조업,10520,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1052,전분제품 및 당류 제조업,전분제품 및 당류 제조업,"제조업 > 식료품 제조업 > 곡물 가공품, 전분 및 전분제품 제조업 > 전분제품 및 당류 제조업"
153106,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,10513,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,"제조업 > 식료품 제조업 > 곡물 가공품, 전분 및 전분제품 제조업 > 곡물 가공품 제조업 > 곡물 혼합 분말 및 반죽 제조업"
153107,C,제조업,15,식료품 제조업,153,도시락 및 식사용 조리식품 제조업,1531,도시락 및 식사용 조리식품 제조업,도시락류 제조업,10701,C,제조업,10,식료품 제조업,107,도시락 및 식사용 조리식품 제조업,1070,도시락 및 식사용 조리식품 제조업,도시락류 제조업,제조업 > 식료품 제조업 > 도시락 및 식사용 조리식품 제조업 > 도시락류 제조업
153202,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1532,전분제품 및 당류 제조업,전분제품 및 당류 제조업,10520,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1052,전분제품 및 당류 제조업,전분제품 및 당류 제조업,"제조업 > 식료품 제조업 > 곡물 가공품, 전분 및 전분제품 제조업 > 전분제품 및 당류 제조업"
153300,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1533,동물용 사료 및 조제식품 제조업,반려동물용 사료 제조업,10901,C,제조업,10,식료품 제조업,109,동물용 사료 및 조제식품 제조업,1090,동물용 사료 및 조제식품 제조업,반려동물용 사료 제조업,제조업 > 식료품 제조업 > 동물용 사료 및 조제식품 제조업 > 반려동물용 사료 제조업
153300,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1533,동물용 사료 및 조제식품 제조업,배합 사료 제조업,10902,C,제조업,10,식료품 제조업,109,동물용 사료 및 조제식품 제조업,1090,동물용 사료 및 조제식품 제조업,배합사료 제조업,제조업 > 식료품 제조업 > 동물용 사료 및 조제식품 제조업 > 배합사료 제조업 > 배합 사료 제조업
153301,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1533,동물용 사료 및 조제식품 제조업,반려동물용 사료 제조업,10901,C,제조업,10,식료품 제조업,109,동물용 사료 및 조제식품 제조업,1090,동물용 사료 및 조제식품 제조업,반려동물용 사료 제조업,제조업 > 식료품 제조업 > 동물용 사료 및 조제식품 제조업 > 반려동물용 사료 제조업
153301,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1533,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,10903,C,제조업,10,식료품 제조업,109,동물용 사료 및 조제식품 제조업,1090,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,제조업 > 식료품 제조업 > 동물용 사료 및 조제식품 제조업 > 단미사료 및 기타 사료 제조업
154101,C,제조업,15,식료품 제조업,154,"떡, 빵 및 과자류 제조업",1541,"떡, 빵 및 과자류 제조업",떡류 제조업,10601,C,제조업,10,식료품 제조업,106,"떡, 빵 및 과자류 제조업",1060,"떡, 빵 및 과자류 제조업",떡류 제조업,"제조업 > 식료품 제조업 > 떡, 빵 및 과자류 제조업 > 떡류 제조업"
154102,C,제조업,15,식료품 제조업,154,"떡, 빵 및 과자류 제조업",1541,"떡, 빵 및 과자류 제조업",과자류 및 코코아 제품 제조업,10603,C,제조업,10,식료품 제조업,106,"떡, 빵 및 과자류 제조업",1060,"떡, 빵 및 과자류 제조업",과자류 및 코코아 제품 제조업,"제조업 > 식료품 제조업 > 떡, 빵 및 과자류 제조업 > 과자류 및 코코아 제품 제조업"
154103,C,제조업,15,식료품 제조업,154,도시락 및 식사용 조리식품 제조업,1541,도시락 및 식사용 조리식품 제조업,기타 식사용 가공처리 조리식품 제조업,10709,C,제조업,10,식료품 제조업,107,도시락 및 식사용 조리식품 제조업,1070,도시락 및 식사용 조리식품 제조업,기타 식사용 가공처리 조리식품 제조업,제조업 > 식료품 제조업 > 도시락 및 식사용 조리식품 제조업 > 기타 식사용 가공처리 조리식품 제조업
154104,C,제조업,15,식료품 제조업,154,"떡, 빵 및 과자류 제조업",1541,"떡, 빵 및 과자류 제조업",빵류 제조업,10602,C,제조업,10,식료품 제조업,106,"떡, 빵 및 과자류 제조업",1060,"떡, 빵 및 과자류 제조업",빵류 제조업,"제조업 > 식료품 제조업 > 떡, 빵 및 과자류 제조업 > 빵류 제조업"
154200,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1542,설탕 제조업,설탕 제조업,10810,C,제조업,10,식료품 제조업,108,기타 식품 제조업,1081,설탕 제조업,설탕 제조업,제조업 > 식료품 제조업 > 기타 식품 제조업 > 설탕 제조업
154400,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1544,"면류, 마카로니 및 유사 식품 제조업","면류, 마카로니 및 유사 식품 제조업",10820,C,제조업,10,식료품 제조업,108,기타 식품 제조업,1082,"면류, 마카로니 및 유사 식품 제조업","면류, 마카로니 및 유사 식품 제조업","제조업 > 식료품 제조업 > 기타 식품 제조업 > 면류, 마카로니 및 유사 식품 제조업"
154501,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,천연 및 혼합 조제 조미료 제조업,10832,C,제조업,10,식료품 제조업,108,기타 식품 제조업,1083,조미료 및 식품 첨가물 제조업,천연 및 혼합 조제 조미료 제조업,제조업 > 식료품 제조업 > 기타 식품 제조업 > 조미료 및 식품 첨가물 제조업 > 천연 및 혼합 조제 조미료 제조업
154502,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,장류 제조업,10833,C,제조업,10,식료품 제조업,108,기타 식품 제조업,1083,조미료 및 식품 첨가물 제조업,장류 제조업,제조업 > 식료품 제조업 > 기타 식품 제조업 > 조미료 및 식품 첨가물 제조업 > 장류 제조업
154503,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,"식초, 발효 및 화학 조미료 제조업",10831,C,제조업,10,식료품 제조업,108,기타 식품 제조업,1083,조미료 및 식품 첨가물 제조업,"식초, 발효 및 화학 조미료 제조업","제조업 > 식료품 제조업 > 기타 식품 제조업 > 조미료 및 식품 첨가물 제조업 > 식초, 발효 및 화학 조미료 제조업"
154509,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,기타 식품 첨가물 제조업,10839,C,제조업,10,식료품 제조업,108,기타 식품 제조업,1083,조미료 및 식품 첨가물 제조업,기타 식품 첨가물 제조업,제조업 > 식료품 제조업 > 기타 식품 제조업 > 조미료 및 식품 첨가물 제조업 > 기타 식품 첨가물 제조업
154801,C,제조업,15,식료품 제조업,154,"곡물 가공품, 전분 및 전분제품 제조업",1548,곡물 가공품 제조업,곡물 도정업,10511,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,곡물 도정업,"제조업 > 식료품 제조업 > 곡물 가공품, 전분 및 전분제품 제조업 > 곡물 가공품 제조업 > 곡물 도정업"
154802,C,제조업,15,식료품 제조업,154,"곡물 가공품, 전분 및 전분제품 제조업",1548,곡물 가공품 제조업,곡물 제분업,10512,C,제조업,10,식료품 제조업,105,"곡물 가공품, 전분 및 전분제품 제조업",1051,곡물 가공품 제조업,곡물 제분업,"제조업 > 식료품 제조업 > 곡물 가공품, 전분 및 전분제품 제조업 > 곡물 가공품 제조업 > 곡물 제분업"
154803,C,제조업,15,식료품 제조업,154,"도축, 육류 가공 및 저장 처리업",1548,도축업,육류 도축업(가금류 제외),10111,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1011,도축업,육류 도축업(가금류 제외),"제조업 > 식료품 제조업 > 도축, 육류 가공 및 저장 처리업 > 도축업 > 육류 도축업(가금류 제외)"
154803,C,제조업,15,식료품 제조업,154,"도축, 육류 가공 및 저장 처리업",1548,도축업,가금류 도축업,10112,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1011,도축업,가금류 도축업,"제조업 > 식료품 제조업 > 도축, 육류 가공 및 저장 처리업 > 도축업 > 가금류 도축업"
